passport,economy,development,scale,draw,security,cost,name
GRD,29.231907228273148,29.51137990353253,22.287010477496185,22.890316642770177,27.92664921603211,8.031560181787377,Grenada
GTM,27.614767929454043,28.331682001847245,20.371943819034687,21.63830215633447,26.218833411643196,7.1969860520489295,Guatemala
GUY,17.64582997033356,16.911330980061226,14.95294302241942,14.472317135208552,16.353661119312708,5.938513810121581,Guyana
HKG,33.69811769999616,34.29463803900197,26.032206898160556,26.594009457625766,31.125170705000862,9.320386778260723,Hong Kong
HND,27.31412054455857,28.089011901742108,20.21032596706754,21.33764261166883,25.806594091742074,7.233264838764049,Honduras
HRV,34.89091294013896,35.70970573605568,26.569098857540023,27.518133217704246,32.54867915888263,9.55001533393958,Croatia
HTI,10.957054895102267,9.734137200125298,9.674885807303825,8.813641786018524,9.961475343840261,3.9503695682589086,Haiti
HUN,34.852238519530694,35.715029792487385,26.540628309001555,27.489992933192752,32.634297701410446,9.542723927330748,Hungary
IDN,16.58389529488419,15.697082883786788,14.624558403285114,13.411678894581422,13.981155616340427,5.874552561323264,Indonesia
IND,12.60753308573293,11.781892839856157,10.967810462998852,10.380051304788068,11.752253292432867,4.5915170563894785,India
IRL,34.86920814669777,35.70908944739816,26.709164565866537,27.543666633548554,32.59536350655799,9.618143508569203,Ireland
IRN,9.75377268843838,8.92848828468518,8.654978996082509,7.936946816760026,8.506327018387212,3.571950637554117,Iran
IRQ,8.184470698716728,7.222214183021641,7.359305653424563,6.734240665903642,7.360588664656155,3.070007124537927,Iraq
ISL,34.32253858751972,35.215962142371026,26.08612878579608,27.13743020485255,31.998477038363824,9.383220944918516,Iceland
ISR,31.202927247324435,32.07602649225801,23.57465778567898,24.453179884767355,29.764633490338227,8.380697596608009,Israel
ITA,35.02992533149779,35.819870985989034,26.605500716070946,27.529809892111356,32.631024302126626,9.611038617868994,Italy
JAM,17.958918515231336,17.06197531811407,15.911973949522812,14.88196288633884,15.911666851092573,6.32402615687658,Jamaica
JOR,11.78923974777545,10.756840531879797,10.551568483421908,9.911928672946447,9.946798964937383,4.281236119220929,Jordan
JPN,35.1457420364859,35.875627190858076,26.736158365884947,27.669075714256522,32.25917672811203,9.614655234126992,Japan
KAZ,16.75277661439401,16.423100524224143,14.42881344277743,13.783775206279753,13.554616860844561,5.724838649067183,Kazakhstan
KEN,13.553594935249738,11.869532937965827,12.265052989107335,11.1889516259557,12.665098208450866,5.034326103641179,Kenya
KGZ,13.712341233388617,13.227876078304009,11.854048876022047,11.161215255276566,11.259830029370086,4.894297411642967,Kyrgyzstan
KHM,12.327308126207267,11.199549954656767,10.57491369899777,10.054595399395831,10.806139601287036,4.35228660512669,Cambodia
KIR,26.37670492204993,26.57193581605775,19.145134173232503,20.501197078745765,26.206075969229495,7.011868815880282,Kiribati
KNA,30.56424543952514,31.074024810328854,23.161718583090266,23.868272113920295,29.025825687535374,8.476993955156258,Saint Kitts and Nevis
KOR,35.303073046872896,35.96714056471764,26.96269927529639,27.844463676828028,32.36825578880386,9.666463582070095,South Korea
KWT,19.613982238668058,18.647401358814985,16.981309021742025,16.043828020716955,16.28463015577278,6.753540796944376,Kuwait
LAO,11.602427495861798,10.432195390755068,10.282503443472775,9.47825724846278,9.857261172860358,4.171042985387487,Laos
LBN,10.347423139763475,9.609342762804001,9.109606927591253,8.50312086566616,9.212558112379826,3.747113654596588,Lebanon
LBR,10.668891267001385,8.834905075996947,10.170737370008691,8.8170107202903,9.986181521671995,4.146703289941274,Liberia
LBY,9.544672042495291,8.547206630060506,8.794546223690975,7.860238189290602,8.976312104871505,3.6948950523731243,Libya
LCA,28.579738380883214,28.901705872017875,21.55101529399411,22.331881099669726,27.685251415480717,7.866994583430414,Saint Lucia
LIE,34.20202280799902,35.23482014337342,26.027242805894293,27.07601555945961,31.99351736610203,9.331682614879345,Liechtenstein
LKA,9.529314500975138,8.69491837187964,8.50946059475037,7.997455485929377,8.991603147022321,3.583160998238338,Sri Lanka
LSO,14.534330210051117,13.249568307818105,12.594018860389564,11.810686753509092,13.758963224074298,5.187206036263094,Lesotho
LTU,34.40214222798359,35.27899967596,26.13202915637632,27.155325163243504,32.38745133425703,9.428790471586305,Lithuania
LUX,34.95851280205554,35.903385550287425,26.77211883523102,27.64837658626034,32.66203274493608,9.662851205700465,Luxembourg
LVA,34.69155549953333,35.54592489517811,26.419531885506334,27.401155114712736,32.4832874090845,9.492918779712307,Latvia
MAC,29.85816021702673,30.777674704154627,22.14559006617227,23.40717439124401,27.658181979472012,7.891045395445728,Macao
MAR,14.660637568244105,13.342448384731119,13.596500088555851,12.24881586987403,13.198675602542504,5.524273759679037,Morocco
MCO,33.7915010857794,34.620740423208204,25.931593475747707,26.867100034115904,31.240196713165737,9.199098836687453,Monaco
MDA,25.58188246124119,26.373272773204583,19.042253605558475,20.017513889901853,23.765515372170356,6.925344283439727,Moldova
MDG,12.730594797939473,10.943290127128506,11.35423236718192,10.355180942045699,11.529307512981065,4.708792757266383,Madagascar
MDV,18.237174504533506,17.264956111140133,15.50136301403599,14.825785741877812,15.9368938764671,6.2201953282179,Maldives
MEX,30.901809238456625,31.802037703824876,23.08070865067765,24.26217607439365,28.83758517085176,8.320766757310203,Mexico
MHL,25.970000222757427,26.285011119224155,19.20016976997891,20.301406616424988,25.265592858740447,6.808202461381928,Marshall Islands
MKD,27.509042596696318,28.225138890178282,20.376881772810055,21.5333411108655,25.708533595680976,7.3493038328748845,North Macedonia
MLI,11.31878386833849,9.624887806362768,10.687734056411106,9.376704593866,10.400593731943712,4.356343619389785,Mali
MLT,34.817400390602614,35.60500729454136,26.7541982995018,27.600339568659553,32.62579155893995,9.599507996847155,Malta
MMR,10.617281216991588,9.37457145975589,9.244656869574966,8.571689270190378,9.264972497732968,3.8395224853667926,Myanmar
MNE,27.814820494096804,28.633446851402375,20.674955884521772,21.78146091505248,25.501747099757768,7.475435577669458,Montenegro
MNG,15.079910192768294,14.427389229571295,13.099205508289796,12.475449432339108,12.452736995199656,5.076083408467005,Mongolia
MOZ,12.24602174015089,10.830408858892232,10.919046716167468,10.022436022859488,11.496868715527638,4.567266927042427,Mozambique
MRT,11.78242986950462,10.103749377151688,10.810526537039209,9.564991934092015,10.648717998718448,4.4812524485175995,Mauritania
MUS,28.721583350209514,28.876805840366742,21.6629491731215,22.59910779949871,27.537747509465184,7.84569197533634,Mauritius
MWI,14.148097883820391,12.86348247716435,12.26719530060167,11.573025952807283,13.278551218858162,5.139033013703246,Malawi
MYS,34.66721168880552,34.940939494001775,26.908278481267285,27.45117784374093,31.9243340036101,9.789567486177791,Malaysia
NAM,14.754702590474631,13.291594049533503,12.88558228747502,12.113589290298915,13.365797364610087,5.329341211429087,Namibia
NER,11.62674981488359,9.708909457136677,10.967368617677556,9.468548975655331,10.611234620541607,4.487731090788659,Niger
NGA,9.173260427305948,7.790628654205154,8.939793661764021,7.598552907567443,9.196140988748896,3.6704989127838545,Nigeria
NIC,26.586950175817943,27.313599248151476,19.5104114283507,20.751137089228735,24.943860962118837,6.982850866922268,Nicaragua
NLD,35.01930751512912,35.81068759181393,26.705098282444123,27.591307763825867,32.66984442520274,9.649678577538937,Netherlands
NOR,34.97861855677555,35.697108916663794,26.637209019184894,27.56634764780247,32.53192230265425,9.630623590773617,Norway
NPL,9.703792924497527,8.549763455304731,8.857661412590547,8.109482004590603,8.731180664438659,3.6190504269159263,Nepal
NRU,15.695089463007623,14.930291243115017,13.106879376110221,12.692157125720428,14.720582826663705,5.395508000837428,Nauru
NZL,34.742029086844845,35.51895445158363,26.418410476161824,27.337896439919962,32.345191218379185,9.492276591322105,New Zealand
OMN,17.719974238451513,16.93069587213049,15.374470905464438,14.71210030428684,14.533854194892738,6.047296788001073,Oman
PAK,7.999064945289947,7.028796282015941,7.141085622034612,6.6236257251563435,7.9405950879550256,2.9792913255737448,Pakistan
PAN,29.784574286721234,30.37143504717829,22.15636469520181,23.190560407766448,27.35042474647354,7.914684332693874,Panama
PER,30.481304917371318,31.32564610901596,22.60487493350951,23.785363212226525,28.291649941063195,8.15636172736641,Peru
PHL,14.205798912989511,13.253685355404492,12.20706259133488,11.545289539773515,12.762485402400733,4.917093820393103,Philippines
PLW,25.336124621340932,25.719830120369505,18.618471706367888,19.750618545382874,24.463604911105005,6.574652098440659,Palau
PNG,15.065512358341508,14.236157149795325,12.910228496104187,12.416385095783793,14.21163678553443,5.3067202394173325,Papua New Guinea
POL,34.86591517813387,35.698072925422515,26.538002096446633,27.50390000156775,32.57934568691792,9.554672158907737,Poland
PRK,9.049298029386408,8.100690382929322,8.37432420068842,7.480671952031882,7.934693081128878,3.4876807785041284,North Korea
PRT,34.88801439861372,35.703807466375665,26.555746624237315,27.45838150016007,32.61853599799852,9.570686545570828,Portugal
PRY,29.78207521858655,30.641488068082698,21.992153630391282,23.287460870722374,27.659309723741632,7.808607453645554,Paraguay
PSE,9.007779698670108,7.996630701878069,8.199154893894551,7.31469129918962,7.861265792068302,3.4122875645403767,Palestine
QAT,21.86456953589687,21.328136142954342,19.093472650008476,17.92187223129744,18.237409636047015,7.308843900079512,Qatar
ROU,34.680929872552326,35.49802660424676,26.363756567648743,27.369613169399678,32.43396324349779,9.54394777640448,Romania
RUS,22.690330638467213,22.442036179060455,19.323581628236703,18.432734497473504,19.608843772799876,7.717084527611826,Russia
RWA,12.328872867587112,10.56645940712297,11.773124633949294,10.083750127372324,11.489534713097507,4.750919379792596,Rwanda
SAU,18.492689773227582,17.5050249934768,15.918021237191612,15.13570387023079,15.408818975669979,6.340189241465643,Saudi Arabia
SDN,9.112598526916502,7.887351394647724,8.322738274943934,7.649061959335829,8.560131695860056,3.5334247242926735,Sudan
SEN,12.201413991509165,10.268938017449296,11.671058220124813,10.019328842183096,11.12567120812233,4.782096953468966,Senegal
SGP,35.57579368628418,35.93441987432156,27.559379162449055,28.102566686811343,32.98759965372445,9.920815367215717,Singapore
SLB,27.314939438767944,27.525739956222495,20.244783224941695,21.405564725077554,26.68993201955107,7.3757313127158195,Solomon Islands
SLE,12.344866404545051,10.79527338972505,11.112510740335983,10.107452415149368,12.02705614021086,4.677800702805509,Sierra Leone
SLV,27.680080157052927,28.53407246767076,20.33352458700508,21.61098500211006,26.116422404985702,7.259425304048108,El Salvador
SMR,32.53531284281554,33.35599008080004,24.911406646185366,25.954662040975272,30.190296279341297,8.751530026863108,San Marino
SOM,8.168223674077117,7.160613973978308,7.390330593100474,6.726123609881606,7.723238566890843,3.163995585384914,Somalia
SRB,28.25613600939294,29.179981327870916,21.20815239618323,22.208503781016397,26.07273663682581,7.671060398830838,Serbia
SSD,9.831130291322891,8.553396880779552,8.901213216439842,8.114444686169332,9.165311775192365,3.7064998349859004,South Sudan
STP,13.027993898948166,11.566991327783006,11.564889880383395,10.65726081540662,11.778688494822708,4.71131376972088,Sao Tome and Principe
SUR,15.726288789581185,15.10258508210953,13.37029521942573,12.911820394459813,13.745086141329887,5.2256832099972526,Suriname
SVK,34.84614555860703,35.72459740113329,26.55544010727883,27.58669983882117,32.57933986121223,9.548652658317671,Slovakia
SVN,34.85920372642229,35.684781538687965,26.577871701869054,27.59822426860326,32.550700832457615,9.553874721683384,Slovenia
SWE,35.05710669799597,35.81423373104313,26.684247876248513,27.609366771100643,32.66804374248269,9.652351748704849,Sweden
SWZ,14.275259984137259,13.11911829544476,12.359440273435954,11.655925963936214,13.675919579491028,5.127443665157244,Swaziland
SYC,30.23440007265535,30.381600201861183,22.93657161298073,23.767170989404057,28.37750095883459,8.318073295239351,Seychelles
SYR,7.335151343705092,6.545880046815047,6.5444604992777204,6.036890302452626,6.689403272178598,2.7102445831649598,Syria
TCD,11.238843055779158,9.455083488165254,10.384668105453393,9.073950302359073,10.181765199865369,4.280596409045277,Chad
TGO,11.864307966970818,10.075515121092732,11.143971194681432,9.682670795417756,11.010577781135057,4.598500461552207,Togo
THA,17.06391194928565,16.430978814012285,14.752436935506923,13.975555425508935,14.997713783692497,5.775505400869143,Thailand
TJK,12.55128644376282,12.127487710891167,10.818307149523147,10.221494749380302,10.613041392861769,4.482932036062629,Tajikistan
TKM,10.838088675663407,10.250578926159418,9.40445782763865,8.914148249783333,9.681259568171248,3.9462807925575443,Turkmenistan
TLS,21.48244706150489,21.58400682184434,15.32089894799972,16.446026958374325,20.740041347794925,5.5631300647380035,Timor-Leste
TON,26.196395299577535,26.458863866820796,19.14281497473685,20.34581430709787,25.783746586961957,6.93139168839921,Tonga
TTO,29.00612508985511,29.262853166718028,22.30570719815563,22.86767335856671,27.70669938113384,8.131548955033033,Trinidad and Tobago
TUN,13.849423942061115,12.498865564156649,12.894366843290582,11.518064920374472,12.528287389948781,5.127000418891556,Tunisia
TUR,22.569994306256845,22.220447634242767,19.254843422333387,18.272328684152654,19.856741037752368,7.689335479475224,Turkey
TUV,26.77263384017118,26.965532819421835,19.482200137710294,20.69109107821388,26.446936066490956,7.153219978733706,Tuvalu
TWN,26.909380689301404,27.38453919241789,19.421698657762487,20.891212025566592,25.927501047796937,6.798977954500305,Taiwan
TZA,13.586110380063184,12.01906166253529,12.126526071381852,11.150119592513626,12.634552327764691,5.022191553688263,Tanzania
UGA,12.781708764728027,11.320392169190391,11.43162677321715,10.584577592495164,11.956485804591132,4.7608793903719775,Uganda
UKR,29.68351165417546,30.548046511501866,22.039906816590513,23.194252118286645,27.463694582923054,8.057034633412858,Ukraine
URY,31.274404704012674,31.99811742945107,23.38954027868806,24.3922069396222,28.612083238727294,8.361175028772093,Uruguay
USA,33.73630223401835,34.47428600539108,25.225720586073397,26.365661799821915,32.058534865112435,9.151623630412901,United States
UZB,13.66599272030017,13.20930216131318,11.814255658994682,11.198061718182924,11.174257801685767,4.78319935622753,Uzbekistan
VAT,30.390984704067346,31.028815807962612,22.812140790031613,23.563945350681852,28.534484335659084,8.169194223448535,Vatican
VCT,30.424588710389436,30.84664266072481,23.10544785391938,23.817017145199053,29.061668600560164,8.367080779911348,Saint Vincent and the Grenadines
VEN,25.736073728637567,26.447424483894203,18.92689800762509,20.130692338574764,24.188384229721155,6.848299354989398,Venezuela
VNM,12.417626610960797,11.48795634935324,10.849240497042109,10.095059155946743,11.075720910316265,4.436827459576017,Vietnam
VUT,16.633355104753978,15.772114348685887,14.073391783431699,13.395799850613342,15.269948016563928,5.846472942822423,Vanuatu
WSM,26.756053684548732,27.081215102857655,19.660853598064264,20.942136073125237,26.250493282278903,7.106758130840179,Samoa
XKX,20.153813574881763,20.489840027883133,14.414642695181492,15.637018981930819,19.809368131331063,5.122973795156901,Kosovo
YEM,8.280181412618811,7.406003492224924,7.608791226854936,6.967722782860093,7.569162605155357,3.1806068053857217,Yemen
ZAF,19.202671760504323,18.37939544553347,16.747266698703683,15.693417541030318,17.300121226557614,6.6969273966182445,South Africa
ZMB,13.180830245695415,11.78646702664306,11.467152014071576,10.772096284682169,12.391392780930888,4.799099647685193,Zambia
ZWE,12.938120391981075,11.432704700292765,11.47301734782641,10.620439929970624,12.01383537825182,4.706946813506981,Zimbabwe
