iso3,value,year,wb_name
IRN,1550000.0,2020,"Iran, Islamic Rep."
IRQ,892000.0,2013,Iraq
ISL,488000.0,2020,Iceland
ISR,4905000.0,2019,Israel
ITA,38419000.0,2020,Italy
JAM,1329699.95117188,2020,Jamaica
JOR,1240000.0,2020,Jordan
JPN,4115799.8046875,2020,Japan
KAZ,2035000.0,2020,Kazakhstan
KEN,2049000.0,2019,Kenya
KGZ,8508000.0,2019,Kyrgyz Republic
KHM,1306000.0,2020,Cambodia
KIR,12000.0,2019,Kiribati
KNA,301399.993896484,2020,St. Kitts and Nevis
KOR,2519000.0,2020,"Korea, Rep."
KWT,2161000.0,2020,Kuwait
LAC,165233236.99443,2019,Latin America & Caribbean (excluding high income)
LAO,886400.024414063,2020,Lao PDR
LBN,1936000.0,2019,Lebanon
LBY,760000.0,2008,Libya
LCA,432500.0,2020,St. Lucia
LCN,201856013.686497,2019,Latin America & Caribbean
LDC,40176417.3590637,2019,Least developed countries: UN classification
LIE,58400.0015258789,2020,Liechtenstein
LKA,540000.0,2020,Sri Lanka
LMY,814041186.104538,2019,Low & middle income
LSO,1142000.0,2019,Lesotho
LTE,549832276.924528,2019,Late-demographic dividend
LTU,2284000.0,2020,Lithuania
LUX,525000.0,2020,Luxembourg
LVA,3204000.0,2020,Latvia
MAC,5897000.0,2020,"Macao SAR, China"
MAR,2802000.0,2020,Morocco
MCO,159000.0,2020,Monaco
MDA,29000.0,2020,Moldova
MDG,87099.9984741211,2020,Madagascar
MDV,555000.0,2020,Maldives
MEA,152571279.95283,2019,"Middle East, North Africa, Afghanistan & Pakistan"
MEX,51128000.0,2020,Mexico
MHL,6099.99990463257,2019,Marshall Islands
MIC,790163362.933784,2019,Middle income
MKD,118000.0,2020,North Macedonia
MLI,217000.0,2019,Mali
MLT,718000.0,2020,Malta
MMR,903000.0,2020,Myanmar
MNA,65756226.1253439,2019,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)"
MNE,351000.0,2020,Montenegro
MNG,66900.0015258789,2020,Mongolia
MNP,487000.0,2019,Northern Mariana Islands
MOZ,2033000.0,2019,Mozambique
MRT,30000.0,2000,Mauritania
MUS,316000.0,2020,Mauritius
MWI,871000.0,2018,Malawi
MYS,4333000.0,2020,Malaysia
NAC,198713000.0,2019,North America
NAM,187100.006103516,2020,Namibia
NCL,31000.0,2020,New Caledonia
NER,85000.0,2020,Niger
NGA,5265000.0,2016,Nigeria
NIC,474000.0,2020,Nicaragua
NLD,7265000.0,2020,Netherlands
NOR,1397000.0,2020,Norway
NPL,230000.0,2020,Nepal
NZL,996000.0,2020,New Zealand
OED,1364524985.83971,2019,OECD members
OMN,869000.0,2020,Oman
OSS,51930012.4665974,2019,Other small states
PAK,966000.0,2012,Pakistan
PAN,647000.0,2020,Panama
PER,1119000.0,2020,Peru
PHL,1483000.0,2020,Philippines
PLW,18399.9996185303,2020,Palau
PNG,39000.0,2020,Papua New Guinea
POL,88515000.0,2019,Poland
PRE,24362726.9411335,2016,Pre-demographic dividend
PRI,3882000.0,2020,Puerto Rico (US)
PRT,4208000.0,2020,Portugal
PRY,1077000.0,2020,Paraguay
PSE,93000.0,2020,West Bank and Gaza
PSS,1752269.77187474,2019,Pacific island small states
PST,1275198369.71218,2019,Post-demographic dividend
PYF,89400.0015258789,2020,French Polynesia
QAT,582000.0,2020,Qatar
ROU,5023000.0,2020,Romania
RUS,6359000.0,2020,Russian Federation
RWA,1634000.0,2019,Rwanda
SAS,27102764.1528023,2019,South Asia
SAU,20292000.0,2019,Saudi Arabia
SDN,836000.0,2018,Sudan
SEN,1376000.0,2017,Senegal
SGP,2742000.0,2020,Singapore
SLB,4400.00009536743,2020,Solomon Islands
SLE,71000.0,2019,Sierra Leone
SLV,707000.0,2020,El Salvador
SMR,1904000.0,2019,San Marino
SRB,446000.0,2020,Serbia
SSA,55555231.2954125,2019,Sub-Saharan Africa (excluding high income)
SSF,56014499.1539477,2019,Sub-Saharan Africa
SST,79086475.9232005,2019,Small states
STP,33400.0015258789,2018,Sao Tome and Principe
SUR,279000.0,2017,Suriname
SVK,15299000.0,2018,Slovak Republic
SVN,1216000.0,2020,Slovenia
SWE,1957000.0,2020,Sweden
SWZ,345299.987792969,2020,Eswatini
SXM,1952000.0,2019,Sint Maarten (Dutch part)
SYC,124500.0,2020,Seychelles
SYR,2424000.0,2019,Syrian Arab Republic
TCA,370399.993896484,2020,Turks and Caicos Islands
TCD,10399.9996185303,2020,Chad
TEA,289300101.805405,2019,East Asia & Pacific (IDA & IBRD countries)
TEC,331546366.211299,2019,Europe & Central Asia (IDA & IBRD countries)
TGO,482000.0,2020,Togo
THA,39916000.0,2019,Thailand
TJK,1035000.0,2018,Tajikistan
TKM,380000.0,1998,Turkmenistan
TLA,172908916.919959,2019,Latin America & the Caribbean (IDA & IBRD countries)
TLS,74800.0030517578,2019,Timor-Leste
TMN,65078454.6035971,2019,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)"
TON,94000.0,2019,Tonga
TSA,26260132.181425,2019,South Asia (IDA & IBRD)
TSS,56014499.1539477,2019,Sub-Saharan Africa (IDA & IBRD countries)
TTO,141000.0,2020,Trinidad and Tobago
TUN,2012000.0,2020,Tunisia
TUR,15971000.0,2020,Turkiye
TUV,3599.99990463257,2019,Tuvalu
TZA,1527000.0,2019,Tanzania
UGA,473000.0,2020,Uganda
UKR,3382000.0,2020,Ukraine
URY,3480000.0,2019,Uruguay
USA,45037000.0,2020,United States
UZB,6749000.0,2019,Uzbekistan
VCT,392000.0,2019,St. Vincent and the Grenadines
VEN,429000.0,2017,"Venezuela, RB"
VGB,83000.0,2020,British Virgin Islands
VIR,8612000.0,2020,Virgin Islands (U.S.)
VNM,3837000.0,2020,Viet Nam
VUT,82400.0015258789,2020,Vanuatu
WLD,2403074088.46029,2019,World
WSM,23899.9996185303,2020,Samoa
YEM,398000.0,2015,"Yemen, Rep."
ZAF,3886600.09765625,2020,South Africa
ZMB,502000.0,2020,Zambia
ZWE,639000.0,2020,Zimbabwe
