"Data Source","World Development Indicators",

"Last Updated Date","2026-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Australia","AUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","296685757962.007","308330911527.991","319137562500.518","338947046000.544","359200986391.002","378995834548.066","403384154791.237","426343322558.765","453770601195.903","480293766143.645","505877260697.377","533673271158.645","566921563199.126","594920232985.354","634149683390.803","667645762326.089","713538801396.708","764543805901.331","799310108426.021","877090906570.653","870350207285.626","941694925125.012","977704262344.046","1066749681955.16","1105906481907.95","1106600366019.74","1147766860944.62","1194334822507.21","1257430105896.14","1339853335919.13","1389782994669.37","1498163677059.36","1719920190001.38","1926784790365.08","1961194326932.44","",
"Austria","AUT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148918502923.265","159253082350.696","166292336559.966","171130733844.562","178983328210.697","187611378026.528","194413030697.316","201596567961.196","211631673691.272","219789588984.161","234105852348.313","237675761705.927","250154113650.079","259551414495.312","273912173141.677","286136493567.015","309148607379.8","325119816177.868","341570699090.85","339462059937.129","349050492029.011","370671977954.567","389098738029.221","402959936317.639","413263298435.022","428239825841.592","457782737463.172","473923403470.153","500696126093.052","535946931732.608","521841933098.152","563937063927.258","651605489975.913","671592228021.923","678357862822.348","",
"Azerbaijan","AZE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38334014117.2191","39352985292.7483","31153331532.2016","24524768989.7362","20113882129.8122","18112406069.6773","18683773490.5938","20108311464.5866","22367731971.4269","24362892663.1387","27680297849.022","31105625947.8011","34570665511.9989","38851951372.1388","43588677251.5417","57525596247.4924","79737913302.8317","102752139793.116","115824486305.493","127457981799.49","135184888971.312","135803575412.212","148678132524.431","162604723251.662","167470430285.624","145466446321.068","141837623390.756","141069643128.845","151909515454.014","167158106107.002","153047750160.236","203884098954.124","228717780440.05","240157347806.31","255978795500.51","",
"Burundi","BDI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3342761403.8318","3628488325.80262","3748659110.03456","3598053602.44722","3534131313.46634","3322459139.54421","3112622700.35615","3115954116.71255","3300644483.18359","3313543587.75695","3359566106.16378","3505834473.00903","3718625048.88467","3745638126.82853","4032281574.38001","4196140338.26024","4559718981.96212","4844567926.57905","5180297879.78918","5409640778.50353","5754285052.3185","6109356995.9024","6417733187.52282","7175699931.70619","7823061365.2092","7976716207.48418","8590112580.25926","9106376594.50655","9760479443.32744","10642824621.8774","12088831351.648","13426255704.0112","14716844080.0566","15742649268.591","16786357120.2939","",
"Belgium","BEL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186267645657.78","196096893219.268","203635622335.812","206457217111.656","217670116118.938","227533645375.045","231014888043.209","241636062512.265","248651104225.033","260168701709.78","284923766985.587","296186500026.332","312900377877.018","320940313361.699","334098399405.687","347658412088.972","371830762035.128","391006547520.158","405729462246.522","409248174632.69","434079898662.779","455271537460.137","471861624035.897","489497572460.263","506062503280.372","519423798559.496","548605717461.086","571670659099.524","599540192091.147","651568428663.064","647547562363.422","702925341289.817","807431179125.495","847521699698.349","871779584488.161","",
"Benin","BEN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6264447110.1242","6749974293.25169","7107990709.16455","7701140674.38752","8024491427.21248","8688007424.04865","9229636576.82599","9927215098.12597","10436421094.8374","11149451394.142","12069905284.8706","12999880781.759","13814866444.8602","14572733236.281","15627491674.7869","16393603609.2827","17565614139.7533","19121539964.5388","20444297274.8221","21047481282.7312","21753633405.3039","22860459982.9645","24393778410.0812","26896876069.4006","29454694903.9928","30961687093.8936","33245555033.1574","34745526935.4768","36720416644.3096","40076293090.6914","42407309934.6404","46467947984.7692","52893642973.6996","58278092338.3684","64135878351.0355","",
"Burkina Faso","BFA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5192843277.16224","5855373513.42645","6002745550.54567","6357733265.99342","6578873266.36329","7100769815.78973","8027218788.85307","8681454235.75325","9420568438.15163","10260410776.0297","10690983443.7214","11654669659.5725","12350989938.8874","13577548764.0047","14567076341.3202","16325164677.7767","17880926557.468","19120436926.0912","20619182899.137","21360854972.6256","23446574734.3389","25515102554.621","26992067760.1929","29071648205.4878","30284926912.3411","31763609326.839","36383537964.2514","40632395597.0095","42375183591.2275","46790489892.5012","51134807594.6267","54689652540.5665","59541822984.503","63535071031.2249","68194715212.1648","",
"Bangladesh","BGD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105008754992.418","112343514642.75","121157504599.86","129873049504.622","137806197692.128","147900975216.151","157420603401.486","167325146303.572","177965478384.521","188912743218.433","203418206731.376","218559239143.377","230463472736.244","246152172425.973","266015461711.794","292288029438.599","321404279211.061","353413232026.431","381885501594.424","403626330533.373","431294060080.085","468647816773.515","532553859722.85","577776460458.473","627516703644.248","671359529456.477","736379109928.489","791891204668.818","897767805988.755","997249695284.319","1104316059486.83","1247561124482.2","1431395376250.57","1568541874255.92","1674316179059.49","",
"Bulgaria","BGR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65805488715.7009","62285454511.616","59071985493.0514","59577065182.742","61955398239.7569","65086978216.6182","57277012870.0282","47800026553.8142","51010900318.0362","47685666562.5838","52486372650.0776","55745919746.8959","61023304611.7677","65440322298.3149","70998834811.1033","78821761124.5911","86694129639.4151","96745119684.4275","107494637211.737","105622538073.04","110595668299.787","115716675723.153","119285704781.212","120959470191.01","127258951402.059","131974634008.914","143024754334.641","151834729524.658","161043634552.116","177101430172.335","179173724773.912","201460259474.462","234813242567.638","250316109451.97","270342906713.719","",
"Bahrain","BHR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13849100371.6826","15925300297.0046","17377895954.1868","20079358095.9532","20456821719.1415","21706545441.9508","23012414560.7456","24133299648.4367","25573503154.9677","27050614774.8075","29129541486.3927","30527388692.4569","32039893083.1749","34729663754.4617","38153235357.4752","42013080198.8788","46109468096.963","51286604420.6927","55539312164.1959","57301203503.1051","60511365801.66","62950607636.3072","68563454589.6353","70567575887.0546","71379476259.9094","65822385264.1269","67525760773.3312","75332756767.7388","78150406940.0445","83979879528.4482","78668739612.8244","82671890844.1512","94039487080.4043","101201588299.581","106347544575.271","",
"Bahamas, The","BHS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5468500283.54551","5417020162.32837","5328511069.42535","5471604368.05009","5764409068.24657","6142972183.18174","6519635759.81108","6717468095.61792","7113373810.08572","7729413187.54712","8232411264.78487","8638831359.98772","9010386268.18601","9072055567.76163","9398213125.08261","10022068527.4574","10591125241.2235","11035373906.35","10986629741.2135","10592824921.2258","10886526704.5643","11179257851.7336","11652886944.3095","11480182878.3561","12128852901.2596","12384087314.253","12528462792.3855","13386673556.9062","13834540972.566","14254082379.9356","10769304826.4195","12313201284.2481","14625979989.0631","15614158121.4937","16532030651.588","",
"Bosnia and Herzegovina","BIH","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4638907683.62212","4347475441.23638","4160327878.71362","4166038814.73387","4728656251.67755","5598719307.0506","8791239298.76867","12219597008.3015","14410202433.5548","16005614719.4706","17254397740.3553","17999386828.6961","19535646828.8992","20546809359.0154","22392088205.1382","24398013650.3393","27910721798.3485","30847693414.7288","33896614280.9061","33746972249.9396","34630054822.8531","36525472288.6155","37145912935.5475","39027144666.7873","39811432589.5984","41678709566.3771","44799641792.1197","46722973566.7609","50325939492.1583","54963138243.7256","54010129727.3927","59338761977.1417","69388114279.6861","74454975915.7299","79242668357.1604","",
"Belarus","BLR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53193233753.6635","54332225356.0198","50235620781.0825","47517963155.0714","42854253863.5143","39202485402.1902","41037957769.0012","46504640751.2889","50977578757.454","53456725796.4682","57838349008.2995","61935267852.5117","66071097821.0895","72120938828.0041","82540052120.3146","93130096685.2146","105602279440.587","117791170675.551","132306851756.369","133389134342.179","145473507873.332","156715098657.899","171127080561.616","179553714196.485","179879739572.13","171562717858.933","168862491607.69","174175435650.665","189020934305.568","210075611346.388","233301042735.647","256855349956.29","262349397266.918","283005268457.448","301471104003.261","",
"Belize","BLZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","817820519.670275","945063972.222555","1089709015.57974","1184009143.74207","1209048395.46679","1243428714.19667","1280188270.47656","1357410348.17035","1426103971.10662","1582570968.93203","1816523717.07142","1950177928.48179","2087411348.09095","2334359698.21674","2511731559.50723","2647973576.07295","2852778900.61182","3027914671.01889","3036025702.36923","3041105454.80186","3121692416.30007","3181952157.00315","3111180042.63032","3254281029.56249","3311248639.34568","3398842023.32131","3427875304.21987","3403846084.01415","3611095600.75079","4051189866.74028","3766995886.26518","4632002927.90342","5421273424.57134","5644441004.69254","5983531291.028","",
"Bermuda","BMU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2068931682.90361","2063302183.94067","2109061166.99141","2224009319.29989","2285116526.7961","2435661677.54241","2544751275.64251","2707711381.44924","2844929975.68212","2982784270.00168","3334556050.41131","3655898957.66493","3657845331.61154","3857284207.79327","4052955585.05347","4250016553.30314","4623961353.15661","4908105011.79343","4909322335.7464","4661665611.4008","4600224450.62097","4519405326.5993","4401060438.48103","4546789583.9929","4573359853.64919","4819676018.15066","5102072630.22836","5447424722.84928","5488075615.45772","5832740627.90402","5481895565.20419","5968282122.23481","6807865902.96515","7399642886.20114","8031206288.47236","",
"Bolivia","BOL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19940570632.6914","21700613532.4895","22560581467.4719","24081349008.6991","25743472348.6864","27512835097.5637","29238427021.2252","31216140379.2222","33154582647.6764","33767287421.7017","35398184189.4909","36804696696.0126","38305660666.3329","40121036761.4974","42919321305.4365","46222186137.0432","49933262607.7145","53626977701.487","58020995971.0039","60338636307.7332","63592192592.6149","68281842104.6132","75543727995.4408","86194974662.4563","93614432490.7136","96459271840.5195","103326049867.124","118215047306.154","123811713287.561","128447735965.211","113211838075.465","133727570900.831","148630265147.84","157853227832.123","159854141180.224","",
"Brazil","BRA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997458383698.202","1041834385723.12","1059778771283.52","1138326881832.12","1230679787763.94","1309554571224.56","1362985284358.19","1433558431104.95","1454571004308.98","1482057413847.92","1582133937059.7","1640243857280.16","1716595685809.46","1770456746610.5","1922785831197.7","2046574552605.36","2193273153799.11","2389430239797.43","2559535104821.96","2572081759722.11","2799325235337.53","2970630762000.35","2992140131483.82","3120542014227.65","3166808963776.93","2989121457690.69","2907889886403.3","2980287463663.11","3187189640210.35","3333775621490.88","3359777233354.22","3787769507579.26","4180229770179.53","4471035569095.19","4735725154575.41","",
"Barbados","BRB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3022090796.1918","3002447717.42703","2896059258.92492","2988217406.96272","3113391299.20055","3242687760.06674","3433359125.08886","3658116835.39044","3837153591.42743","3904476063.23792","4170492793.69153","4163526499.43616","4261520627.81811","4440195377.83367","4623959302.83802","4957574883.75171","5420691138.17741","5683311308.74735","5829507401.47234","5571176263.73668","5513827928.08931","5610120704.5114","5429374177.12222","5284649507.27278","5175853276.09134","5352567845.59468","5361451074.10162","5165458116.15795","5551638099.74952","5616018339.67792","4663612425.10684","4989129631.48072","6265553590.03786","6680184035.86102","7011546804.87199","",
"Brunei Darussalam","BRN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17921687480.1464","19067044652.1087","18892985637.7128","19218257786.3535","19823465754.1336","20511782238.761","20881599212.7898","22589252749.7736","21322422332.4975","22545500717.3791","23857328634.2893","24752160223.2825","26132586739.6003","27603457286.5475","28375370607.5638","29263918712.4255","31402712496.3186","31039593178.2262","30403543276.3409","30009758603.4925","31207137922.799","33043605255.0477","35387298721.4889","34227281356.8655","33850747356.1201","26475996818.4788","24234121657.4006","26683717606.9096","28522807687.7392","30701487040.9233","31223413923.1335","35346624887.2816","37250061040.7016","39025627138.613","41589068031.7511","",
"Bhutan","BTN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","965176566.543021","993747163.645532","1063156360.58508","1109975371.75386","1189809535.36958","1300689410.73931","1398212795.96047","1498757656.64256","1605234830.82161","1757925585.78984","1858061640.01543","2039131169.07037","2287090949.69857","2513847013.57348","2714578404.78015","2993853472.10641","3260264370.77942","3887877075.97384","4142277505.58571","4487394036.54647","5083865945.59751","5629238206.58806","6152394144.3722","6285876277.6316","6835344112.57439","7564534468.08804","8430904600.97512","8808682290.34117","9093982075.92963","9873190251.01731","9605861812.92756","10436528611.9245","11763540572.3864","12751352311.2726","","",
"Botswana","BWA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7969467155.31781","8853501021.8562","9319407688.08539","9723110435.58837","10290996263.3312","11245435178.8891","12118901244.7842","13354291675.5943","13564289967.308","15086086616.8665","15734473977.3088","16129079797.1861","17373897291.5558","18536478435.0997","19549992132.2852","21081728496.1733","23549478887.3288","25588569289.6833","26929778965.2994","23263372283.5706","25928888003.9823","28273534640.5122","26856576256.1748","29158549495.4532","32587870647.0545","31162419272.1222","36266220081.5912","35589435395.4775","36293825138.6309","37220081094.0541","36179872017.8699","43131382328.6508","48741318387.7386","52115142887.3206","51779485617.4484","",
"Central African Republic","CAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1781707623.71705","1831783983.92755","1753170790.18083","1800743914.77326","1929312915.11141","2111588545.26029","2064234890.52897","2211121275.41068","2341065142.24431","2459663881.65548","2452761381.77711","2619965169.22436","2756903876.95614","2659592507.39177","2894838239.10494","3012720151.35312","3253799664.32576","3495935180.53637","3636486380.86625","3973116132.62416","4207624657.26252","4474567487.04114","4897034572.03065","3295437288.55","3231436576.44185","3559349379.23233","3893548336.23769","4236556479.54651","4419174296.74199","4869757044.86639","5359843442.72162","5769272621.61696","6208645630.79717","6477079364.87011","6733207024.20623","",
"Canada","CAN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","560079852535.334","566913377990.183","584995582625.264","614777970806.488","656123037360.569","687848319876.131","712271325047.301","755539948697.313","793793559778.068","846412945809.995","900558298058.048","938102688981.544","971003788233.131","1023629909844.94","1083661162596.55","1171326187910.13","1241700144864.77","1301509598020.75","1342395839240.43","1306973730504.57","1363742477522.61","1430806739876.64","1468097961846.59","1554125000000","1621395561291.92","1594851775821.65","1678092366067.55","1765762548007.76","1852985933143.48","1899695367283.6","1847837502049.2","2179485548675.88","2489723452361.1","2574133981207.77","2667672051123.37","",
"Central Europe and the Baltics","CEB","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","835129554668.645","771720120096.204","753237273014.818","773735870244.884","819422720397.47","881527262412.227","924131981605.222","955236646653.158","996170092388.533","1027436691826.06","1088625615972.03","1164637363683.15","1244012798300.27","1313507276041.45","1432036107644.12","1514222038310.99","1678452869907.34","1864536074826.72","2058867390785.83","2059769859123.42","2173281874600.7","2324407238866.25","2400901276281.36","2472123579942.18","2579070120464.73","2698033966765.69","2860216375885.44","3067806043261.35","3297238910605.64","3653025403574.78","3689742262626.87","4020501562583.03","4532311744465.87","4807719287209.61","5051861394649.83","",
"Switzerland","CHE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","191131982980.292","195786098860.536","200160132475.453","204646445786.963","211670086569.994","217147299348.863","222830312918.766","232060161097.852","240743886803.748","248201049346.696","263684003093.48","273425179315.573","281956062254.352","284257011890.132","296849960253.785","308825076428.302","346249311061.35","384560499138.291","411512093039.143","410415209832.448","425880710190.872","454912095759.708","475340741851.246","498760487993.313","519299912386.162","540550953723.454","563950610001.631","576360598319.814","601867859451.371","632274562999.588","630567393919.535","705080509164.276","828745442926.581","845696712478.69","869017903306.548","",
"Channel Islands","CHI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59721081632.0001","66748307793.5581","77242418497.9311","85471162462.1387","92705524536.5219","105056063294.375","116328214574.279","127081192393.564","133882247419.518","135405286598.02","145356809142.534","153317625285.349","160686939028.576","171598885379.002","187974254950.122","205184272361.174","256070327750.926","278373990855.263","275754675658.211","271327840689.37","307855669989.43","349147748338.746","374316599654.072","392670388758.784","402902197372.116","405499679728.348","424831691025.604","450891850914.83","478093905184.167","491687970151.703","491062045094.545","565981846554.521","604814530813.34","651600019437.673","715112275049.686","",
